,Text,Positive?
1923,هههههههههههههههههههههههههههههه­ههههه بكفي القعدة تبعته,0.0
1924,"هو أحنا خلينآ نخلص أم هالبرجين الللي صرلهم 16 سنة و بعدين بنفكر نعمل نووي "" سلمي "" هههه من الديسي",0.0
1925,"هو أحنا خلينآ نخلص أم هالبرجين الللي صرلهم 16 سنة وبعدين بنفكر نعمل نووي "" سلمي "" هههه من الديسي",0.0
1926,هو فى حد اساسا لسه بيتابع البت دي هاي عنجد بتقرف,0.0
1927,هيك بدهم الخونه اتباع ايران (الاخوان المفسدون).,0.0
1928,و إذا فادنا بشي رح يكون في خسارة كبيرة بالاخر,0.0
1929,و إلى أسماء الاسد : كـــس أخـــت زوجـــك :),0.0
1930,و ارضيت يا دولة الرئيس تكون ... الله اسهل عليك يا عون الخصاونه,0.0
1931,و الله احلا شيء انه الواحد يهاجر او يشتغل حرامي عشان يقدر يعيش الله لا يوفق الي كان السبب و الله حرام,0.0
1932,و الله انكو ما بتخافو الله,0.0
1933,و الله حرام الناس مش لاقيه توكل حتى ترفعو البنزين,0.0
1934,و الله حرام و الله موتوه لشعب الاردني من وين بدنا نجيب الكو من وين يا الله ارحمو من في الارض يرحمكم من في السماء و الله حرام,0.0
1935,و الله مش طبيعي حرام و الله غير تنتشر السرقة و النهب خرب الامان النشور,0.0
1936,و الله مش عارفة شو بدنا نسوي نشحد مثلا,0.0
1937,و الله و الله عباره عن أعاده تدوير للمخلفات النوويه و الأردن منها بس الأرض و الجمهور بتراب الفلوس ارحمو هل البلد هلكتوها صرنا علا لسان الكل انا إحنا حراميه و بس كلشي انباع بالبلد الواحد خايفه بكره يبعيوه كمان ارحمونا الله لا يسامحكم,0.0
1938,و الله و الله و الله يا نسور رح ننزل الشارع... وقف الموضوع قبل فوات الاوان,0.0
1939,و سيارة الحكومه من السعوديه اجن هديه يزلامه المسؤالين اكلونا,0.0
1940,و كمان بالمقارنة بالدول الأخرى في الجانب التقني فإن مفاعل Atmea1 الفرنسي-الياباني و مفاعل AES92 الروسي لم يتم تجربة تشغيلهما بعد. فالأول لم يبدأ العمل على تصميمه بعد ، لذا لا توجد مراجعة شاملة و عميقة لسلامة التصميم، و بغض النظر عن الأردن فلا توجد أي آفاق تجارية لهذا النموذج حتى اللحظة. أما عن تصميم AES92 فتم في الهند و ذكرت تقارير أنه جاهز للعمل في نهاية 2012، و لم يتم تشغيله لحد الآن,0.0
1941,و هكذا جنت على نفسها براقش,0.0
1942,واحد هامل ,0.0
1943,واحد واطي ,0.0
1944,وادم علينا يارب نعمة الامن والامان وسائر بلاد المسلمين,0.0
1945,والله احنا مو ناقصنا وجع قلب ... بس ضايل علينا النووي .... و صحة البشر مش برضو خطية المسؤولين ... و ﻻ خلص ما عاد في شي فارق !!!! والله عحب,0.0
1946,والله انا خايف انو طخوا بعد هاي الصورة ,0.0
1947,والله انك ما زلية يا شيخ اكيد مدفوعله من تحت ل تحت,0.0
1948,والله ايلى اختشه ماتوا ,0.0
1949,والله حرق لاخوات الكلب,0.0
1950,والله ذا الادمي معاق,0.0
1951,والله شوي وتجيني جلطه لما ماطلعت الاولى ذيك المره,0.0
1952,والله نوفي صح لسانك,0.0
1953,والمصحف عاهاااااات,0.0
1954,وانا 100% بس شكلها هاي مو مدرسة ,0.0
1955,واو حلو,0.0
1956,وبالمناسبة، اذا على مصادر الطاقة، فالاردن غني بالزيت الصخري، وفش داعي لمصايب جديدة ع البشر والبيئة!,0.0
1957,وبتقتنع خلص,0.0
1958,وذلك ليذوقوا ايران وسوريا وشيعتهم وبال امرهم,0.0
1959,وسدئيني انكووو كلاب ,0.0
1960,وش يحسون فيه﻿ يع,0.0
1961,وقعنا ولا ما وقعنا يللي بدهم يعملوه بيعملوه,0.0
1962,ولا بقلو بيضه,0.0
1963,ولاةُ أمرك الوهابيين يكرعون الخمر والسديقي كرعاً بالسر والعلن دون تطبيق الحدود عليهم!! ,0.0
1964,ولك تفيييه عليك,0.0
1965,ولك واحد كندرة ,0.0
1966,ولكن كيف ان المفاعل النووي غير مضر بالبيئة فهمني ؟؟,0.0
1967,ومن خسئ الشيعة اخوان القردة و الخنازير,0.0
1968,وهاد اللي بخبص حكي ملوش معنا ابن مين هاد,0.0
1969,ويحطمو رؤوسهم بارجلهم,0.0
1970,ويوجد البديل الطاقة المتجددة !,0.0
1971,يا أخوان القصه مش قصة طاقه متجدده او نوويه الموضوع كالتالي سواء عملنا هاي او تلك كلوا رايح في جيبة فلان و علنتان زي ما باعوا البوناس و الفوسفات و من اسبوعين لما باعوا المطار لشركه فرنسيه هيك رح يصير بالمفاعل النووي او محطات الطاقة المتجدده يعني بين قوسين آخريتها تنباع فقبل ما انلم تواقع لازم نلم بعضنا و نروح نحاسب كل واحد لعب قمار فينا و نحاسب كل واحد باع شغله بتخصنا و بتخص بلدنا بدون ما يوخذ رأينا لأنو احنا بلشنا نعد لورى و بعتذر على الإطاله........,0.0
1972,يا اخوان ... مش عارف ليش النووي و احنا عندنا النووي الطبيعي ...شمس و رياح ( نسبة سطوع الشمس بالمملكه على مدار العام 290 يوم من 365 يوم ) و عندنا بالاردن اذا خط ماء بينضرب بيقعدوا اسبوع الى 4 اسابيع لما يصلحوه ,0.0
1973,يا اخوان ... مش عارف ليش النووي و احنا عندنا النووي الطبيعي ...شمس ورياح ( نسبة سطوع الشمس بالمملكه على مدار العام 290 يوم من 365 يوم ) وعندنا بالاردن اذا خط ماء بينضرب بيقعدوا اسبوع الى 4 اسابيع لما يصلحوه ,0.0
1974,يا اخوان احنا قرفنا,0.0
1975,يا الله إنك تلطف بينا يا كريم ... أغلب محطات الوقود اليوم رفضت التعبئة هي و مراكز توزيع الغاز .. الله و أكبر على المحتكر الله أكبر عليه ,0.0
1976,يا امة ضحكت من جهلها الامم,0.0
1977,يا ترى الحكومه بدها تزيد دعم المواطن الي الله يكون في عونه,0.0
1978,يا جاهلين .. يلي بحكي عن الطاقه .. النووي وجودو كفيل بوفاة 10000 شخص وولادة 10000 طفل مشوه .. ولو انو اشي منيح كان ما بزتوه بالصحرا .. وجودو بعيد بقلل مخاطر بس ما بمنعها .. و يلي بحكي انو احنا امه جاهله ما بدها تطور .. بكون هوه الجاهل و عدو نفسو و عدو الانسانية .. و بلا ننوي و بلا زفت ... قال نتطور قال . .لو بدنا نتطور طورنا حالنا من زمان مش على دور الننووي .. شعب جاهل,0.0
1979,يا جاهلين .. يلي بحكي عن الطاقه .. النووي وجودو كفيل بوفاة 10000 شخص وولادة 10000 طفل مشوه .. ولو انو اشي منيح كان مابزتوه بالصحرا .. وجودو بعيد بقلل مخاطر بس ما بمنعها .. ويلي بحكي انو احنا امه جاهله مابدها تطور .. بكون هوه الجاهل وعدو نفسو وعدو الانسانية .. وبلا ننوي وبلا زفت ... قال نتطور قال . .لو بدنا نتطور طورنا حالنا من زمان مش على دور الننووي .. شعب جاهل,0.0
1980,يا حبيبي هاي صار للرجال تنانير؟؟؟؟؟؟؟؟  تفي ع هيك رجالة,0.0
1981,يا حقير ,0.0
1982,يا عالم النواوي خطير ( بحرق الاخضر و اليابس ) غلطة واحده كارثه,0.0
1983,يا غبي كوادر الإخوان المسلمين في كل يقعة من هالأرض ,0.0
1984,يااخوان احنا مع التطور بس منين نجيب سبعة عشر مليار دولار تكلفة المشروع . لنبدا اولا بااستغلال الرياح و الطاقه الشمسيه و الصخر الزيتي و نبد بتخفيف الفاتوره النفطيه .و المثل بقول خذ من طين بلادك و حط علئ خدادك.,0.0
1985,يااخى عيب عليك لما تعمل مقارنه بين المصحف والحاجه دى وبعدين مين الملحد اللى انته تعرفه ده يا د يا نصر,0.0
1986,ياحيوان ماشي ريال مدريد,0.0
1987,ياخسارة العروبة فيك,0.0
1988,يارجاااااااااله ينهاااااار﻿ منيييييلل,0.0
1989,يجب على الحكومة العودة بالتوقيت الى الساعة الثالثة,0.0
1990,يجب وضع كل من تسول له نفسة مجرد ان يعمل اي تصرف لا يليق بالاردن ان يسجن و يسجن شىء مخزي شوية همل و زعران يخربوا الجامعات و سمعة البلد ,0.0
1991,يخسو الشيعه الخنزير,0.0
1992,يع بتقرف انت وسخ,0.0
1993,يع حاسة حالي بدي استفرغ,0.0
1994,يع شوهاي الوساخة,0.0
